,designation,country,MTE: designation
16496,The Ambassador,South Africa,25.0
16497,The Angel Oak,Argentina,25.0
16498,Bellezza Fra,US,25.0
16499,Poizin,US,25.0
16500,Cabernet Merlot,US,25.0
16501,Beauregard Ranch Vineayrd,US,25.0
16502,Franciscus,Italy,25.0
16503,Rubinoro,Italy,25.0
16504,Séduction,France,25.0
16505,Wiedenberg,Austria,25.0
16506,Fioranello Bianco,Italy,25.0
16507,Gilbert's Vineyard,US,25.0
16508,Vinter's Reserve,US,25.0
16509,Rio San Lucas Vineyard,US,25.0
16510,Cap Insula,France,25.0
16511,Qvevri Traditional Kakhuri Dry Unfiltered Amber Wine,Georgia,25.0
16512,Cabernet-Nea Dris,Greece,25.0
16513,Handpicked Grenache,Australia,25.0
16514,Coulée des Moulins,France,25.0
16515,Rubino A Super Tuscan Style Blend,US,25.0
16516,Cougar Vineyard Reserve,US,25.0
16517,Rebisaca,Spain,25.0
16518,Barry's Blend,US,25.0
16519,Harazsthy Collection,US,25.0
16520,Old Vines Noir de Noirs,US,25.0
16521,Platina,Australia,25.0
16522,Château de Haute-Serre Grand Vin Seigneur,France,25.0
16523,Terroir Andrews Vineyard,US,25.0
16524,Veilles Vignes Pic Saint-Loup,France,25.0
16525,Vintners Reserve Celestial,US,25.0
16526,No. 8 Pinot Noir,US,25.0
16527,Patiemment,France,25.0
16528,Bridgehead,US,25.0
16529,Slipstone Estate Grown,US,25.0
16530,Zeveri,Italy,25.0
16531,Sant'Helena,Italy,25.0
16532,Plata,Argentina,25.0
16533,El Olivar Single Vineyard,Chile,25.0
16534,Terroir Champoux Vineyard,US,25.0
16535,Soleil Late Harvest,US,25.0
16536,XXI Brut,Spain,25.0
16537,Wieden & Berg,Austria,25.0
16538,Courtney's,US,25.0
16539,Rubrica Branco,Portugal,25.0
16540,Passo delle Mule,Italy,25.0
16541,Unfined & Unfiltered,US,25.0
16542,Costa di Bussia Campo del Gatto,Italy,25.0
16543,Ormond Estate,New Zealand,25.0
16544,Hattenheimer Schützenhaus Kabinett Trocken,Germany,25.0
16545,Terrunyo Vineyard Selection Block 28,Chile,25.0
16546,Bayliss-Bower Vineyard Blanc,US,25.0
16547,Maioli,Italy,25.0
16548,Serenity,US,25.0
16549,Lacrimarosa,Italy,25.0
16550,Scherrer Vineyards,US,25.0
16551,Monte Grande,Italy,25.0
16552,Soluna,Italy,25.0
16553,Magnolia Series Stagecoach Vineyard,US,25.0
16554,Sergentin,Italy,25.0
16555,Randolph O'Neil Vineyard,US,25.0
16556,Magno Megonio Rosso,Italy,25.0
16557,Les Chardouillonne,France,25.0
16558,Royal Kabinett,Germany,25.0
16559,Costa di Giulia,Italy,25.0
16560,Roza Bergé,US,25.0
16561,Wiesthalen,Austria,25.0
16562,Vendimia Especial,Argentina,25.0
16563,Giant Steps Vineyard Bernard Clones 95 & 96,Australia,25.0
16564,Old Vines Old Clones,US,25.0
16565,Slipstone,US,25.0
16566,Serego Alighieri Valpolicella dell'Anniversario 650 Anni,Italy,25.0
16567,Szent Tamás Betsek Vineyards,Hungary,25.0
16568,Janian Vineyard,US,25.0
16569,Giant Steps Vineyard Dijon Clones 114 & 115,Australia,25.0
16570,Harry's Concierge,US,25.0
16571,Ezekiel,US,25.0
16572,Reserve Rous Vineyard Old Vine,US,25.0
16573,Unfined and Unfiltered,South Africa,25.0
16574,Harry's Patio Red,US,25.0
16575,Unfined and Unfiltered,US,25.0
16576,Serenity,South Africa,25.0
16577,Passión,Italy,25.0
16578,X Alphabet Wines,Spain,25.0
16579,Estate 'Sonett',Germany,25.0
16580,Domenica Red Table Wine,US,25.0
16581,Schnabel,Austria,25.0
16582,Val de la Mer,US,25.0
16583,Rossodiverzella,Italy,25.0
16584,Beta Delta,Italy,25.0
16585,Les Dons de Dionysos Barrel Fermented,Greece,25.0
16586,Lucente,Italy,25.0
16587,Mt. Jefferson Cuvée,US,25.0
16588,Cerviolo Bianco,Italy,25.0
16589,Georgetown Divide,US,25.0
16590,D'Adventure,US,25.0
16591,Potro de Piedra Family Reserve,Chile,25.0
16592,Ltd. Reserve II,US,25.0
16593,Rosso di Sonoma,US,25.0
16594,Unánime,Argentina,25.0
16595,Ciabatta Riserva,Italy,25.0
16596,Rosso delle Rose,Italy,25.0
16597,Le Petit Diable,France,25.0
16598,Le Chant de l'Orme,France,25.0
16599,Dutton Ranch Shop Blanc,US,25.0
16600,Nos Racines,France,25.0
16601,Vin de Table,US,25.0
16602,Chatte d'Avignon,US,25.0
16603,Twin Rivers Vineyard Roberto's Block,US,25.0
16604,Don Giovanni Estate Grown,US,25.0
16605,JME,Spain,25.0
16606,Vinecroft Vineyard,US,25.0
16607,Bernkastel-Cueser Weisenstein Spätlese Trocken,Germany,25.0
16608,Les Deux Anges,France,25.0
16609,Vine Vale,Australia,25.0
16610,King's Cab,US,25.0
16611,Herrick Vineyard Reserve,US,25.0
16612,Ludwig,Italy,25.0
16613,Starr,US,25.0
16614,Bernoota,Australia,25.0
16615,Solatio del Tani,Italy,25.0
16616,CSV Estate Bottled,Canada,25.0
16617,Tre Uve,US,25.0
16618,Continuité de Nature,France,25.0
16619,Praelatenberg Grand Cru,France,25.0
16620,Orcia,Italy,25.0
16621,Portfolio Collection Due Rossi Barbera-Sangiovese,US,25.0
16622,1149 Rosé of,US,25.0
16623,Fortin Plaisance,France,25.0
16624,Scarlet Fire Reserve,US,25.0
16625,Hillside Vineyards,US,25.0
16626,Notre Vie Arthur's Vineyard,US,25.0
16627,Kimberley's Vineyard,US,25.0
16628,Scarlet Fire Ciel du Cheval Vineyard Reserve,US,25.0
16629,L'Insolite,France,25.0
16630,Confluence Red Blend,US,25.0
16631,Gentle Giant,South Africa,25.0
16632,Confluence,US,25.0
16633,Historias Passito de los Andes,Argentina,25.0
16634,Espiritu,US,25.0
16635,Castello di Pomino,Italy,25.0
16636,Biesjes Craal,South Africa,25.0
16637,Partridge-Leigh Vineyard,US,25.0
16638,Carsons Cabernets,New Zealand,25.0
16639,The Chief,US,25.0
16640,Sorì Bricco Maiolica Superiore,Italy,25.0
16641,Pagliareto,Italy,25.0
16642,Scarlet Fire Reserve Red,US,25.0
16643,La Mère Grand,France,25.0
16644,Brancott Estate,New Zealand,25.0
16645,Saralee's Vineyard Côte de Lune Blanc,US,25.0
16646,Beyra Superior,Portugal,25.0
16647,Brancott B,New Zealand,25.0
16648,La Roque,France,25.0
16649,Unánime Gran Vino Tinto,Argentina,25.0
16650,Alibi,Canada,25.0
16651,Fill del Temps Gran Selecció,Spain,25.0
16652,Cesco dell'Ermo,Italy,25.0
16653,Franciscus,Austria,25.0
16654,Biancodicaselle,Italy,25.0
16655,Filius,Australia,25.0
16656,800 Vines Vineyard Rosé of,US,25.0
16657,800 Vines Jenna's Vineyard Rosé of,US,25.0
16658,Vaio,Italy,25.0
16659,Georgetown Divide Mountain Estate,US,25.0
16660,Heritage Field Blend,US,25.0
16661,Cordillera,Chile,25.0
16662,A Rina Rosso,Italy,25.0
16663,Enchanteur Rosé,Australia,25.0
16664,Finca L'Argata,Spain,25.0
16665,The White Cap,US,25.0
16666,The Whipping Boy,US,25.0
16667,Alder Ridge & Wallula Vineyards La Roque,US,25.0
16668,Germaine Vineyard,US,25.0
16669,Twins,Australia,25.0
16670,Solutré,France,25.0
16671,Carandelle,Italy,25.0
16672,Fort Clatsop Cuvee Blanc de Blancs,US,25.0
16673,Ponte das Canas Colheita,Portugal,25.0
16674,A Lisa,Argentina,25.0
16675,Wild Oak,US,25.0
16676,Por que No?,US,25.0
16677,Corallina,US,25.0
16678,Southern,US,25.0
16679,Finca Las Palmas,Argentina,25.0
16680,Corallina Rosé of,US,25.0
16681,Reserva Finca Castro Barros,Argentina,25.0
16682,JV Estate,US,25.0
16683,Getaria,Spain,25.0
16684,Làvico,Italy,25.0
16685,Riserva Ducale,Italy,25.0
16686,Riserva Comitissa Brut,Italy,25.0
16687,Hermanschachern,Austria,25.0
16688,Heredad Candela,Spain,25.0
16689,Cordillera Special Reserve,Chile,25.0
16690,Dellinger Vineyard Rosé of Pinot Noir,US,25.0
16691,Vineyard Akhoebi,Georgia,25.0
16692,Renwick Estate,New Zealand,25.0
16693,Bendigo Terrace,New Zealand,25.0
16694,Bergdistel,Austria,25.0
16695,Duarte-Georgetown Vineyard,US,25.0
16696,Le Bon Climate,US,25.0
16697,Luna Matta Vineyard,US,25.0
16698,Estate Edna Ranch,US,24.90909090909091
16699,Cuvée,Australia,24.892857142857146
16700,Cuvée,Chile,24.892857142857146
16701,Cuvée,Italy,24.892857142857146
16702,Cuvée,US,24.892857142857146
16703,Cuvée,Slovenia,24.892857142857146
16704,Cuvée,Spain,24.892857142857146
16705,Steinterrassen,Austria,24.83333333333333
16706,Cuvée Prestige Brut,France,24.83333333333333
16707,Damiano Vineyard,US,24.8
16708,Ginolfo,Italy,24.8
16709,Idyll Times Vineyard,US,24.8
16710,Allomi Vineyard,US,24.8
16711,Cuvée Vieilles Vignes,France,24.8
16712,Grande Escolha,Portugal,24.75
16713,Château Bouscassé,France,24.75
16714,Paso del Sol,Chile,24.75
16715,Paso del Sol,US,24.75
16716,Arriviste,US,24.75
16717,Acinatico,Italy,24.73333333333333
16718,Steinklotz Grand Cru,France,24.72727272727273
16719,Meeks Hilltop Ranch,US,24.714285714285715
16720,Villa Novare,Italy,24.714285714285715
16721,Campo San Vito,Italy,24.714285714285715
16722,Cuvée Alexandre Apalta Vineyard,Chile,24.70967741935484
16723,Vigneti Sant'Helena,Italy,24.7
16724,1000 Vines,US,24.66666666666667
16725,Chairman's Blend Malbec-Cabernet Sauvignon-Syrah,Argentina,24.66666666666667
16726,Les Tuilières,France,24.66666666666667
16727,Quinn Vineyard,US,24.66666666666667
16728,Roseland,New Zealand,24.66666666666667
16729,Le Clos de Bannon,France,24.66666666666667
16730,Yarden Odem Vineyard,Israel,24.66666666666667
16731,Derbyshire Vineyard,US,24.66666666666667
16732,Black Pine,US,24.66666666666667
16733,Erdpress,Austria,24.66666666666667
16734,Opou Vineyard,New Zealand,24.66666666666667
16735,Jago,Italy,24.66666666666667
16736,New World Red,US,24.66666666666667
16737,Efeso,Italy,24.66666666666667
16738,Capricho Val de Paxariñas,Spain,24.66666666666667
16739,Three Vineyards,US,24.608695652173914
16740,Evangelho Vineyard,US,24.6
16741,Mademoiselle de T,France,24.6
16742,Logan,US,24.6
16743,Altum Single Vineyard,Chile,24.57142857142857
16744,Il Moro,Italy,24.57142857142857
16745,The Estates,US,24.54166666666667
16746,À Côté,US,24.538461538461537
16747,Eagle Bay,Australia,24.5
16748,Chukar Ridge,US,24.5
16749,Far Away Vineyard,US,24.5
16750,Sugarloaf Vineyard,US,24.5
16751,Old Vines Estate,Germany,24.5
16752,Copeland Vineayard,US,24.5
16753,Cuvée de Paso,US,24.5
16754,Old Vines Estate,US,24.5
16755,Bechthold Vineyard Ancient Vine,US,24.5
16756,Morogues,France,24.5
16757,Mirabelle Brut,US,24.5
16758,Blanc de,Argentina,24.5
16759,I Tarai,Italy,24.5
16760,Vitikult,Austria,24.5
16761,Siren,US,24.5
16762,À Côté Santa Barbara Highlands Vineyard,US,24.5
16763,Clos Paradis Premier Cru,France,24.5
16764,Demesse Vecchie,Italy,24.5
16765,Pian dei Sorbi Riserva,Italy,24.5
16766,Blanc de,US,24.5
16767,Suma Kaw,US,24.5
16768,Vigna di Mandranova,Italy,24.5
16769,Pioneer Block 18 Snap Block,New Zealand,24.5
16770,Les Vignes de Joanny,France,24.5
16771,Matchless Red,US,24.5
16772,Bass Tuba,Italy,24.5
16773,ÀN/2,Spain,24.5
16774,Field Blend,US,24.5
16775,Symphonie de Novembre,France,24.5
16776,El Albar Lurton Barricas,Spain,24.5
16777,Lewis Estate Shirley Mays,US,24.5
16778,Barney's Heritage Cuvee,US,24.5
16779,Topiary,US,24.5
16780,Pioneer Block 1 Foundation,New Zealand,24.5
16781,Siena,US,24.5
16782,Cuvée Passion,France,24.5
16783,Alder Ridge Vineyard,US,24.476190476190478
16784,Blanc de Noirs,US,24.444444444444446
16785,Blanc de Noirs,France,24.444444444444446
16786,Blanc de Noirs,England,24.444444444444446
16787,Proprietor Grown,US,24.42857142857143
16788,Almirez,Spain,24.4
16789,Coda,US,24.4
16790,Cuvée Don Reca Limited Release,Chile,24.4
16791,Cotes de Tablas Blanc,US,24.4
16792,Tenuta Sant'Alfonso,Italy,24.4
16793,Post Scriptum de Chryseia,Portugal,24.4
16794,Cuvée Lucia,US,24.4
16795,Rosé de Léoube,France,24.4
16796,Testa Vineyard,US,24.4
16797,20 Barrels,Chile,24.4
16798,Mediterra,Italy,24.375
16799,Reserva Heredad,Spain,24.375
16800,Wehlener Sonnenuhr Kabinett,Germany,24.36
16801,Sawmill Creek Vineyards,US,24.33333333333333
16802,Malibu,US,24.33333333333333
16803,Hochheimer Reichestal Kabinett,Germany,24.33333333333333
16804,MacBride Vineyard,US,24.33333333333333
16805,Vinhas Velhas Grande Reserva,Portugal,24.33333333333333
16806,Fin de Journée,US,24.33333333333333
16807,The Sophisticate,US,24.33333333333333
16808,Rosé d'une Nuit,France,24.33333333333333
16809,Champs Royaux,France,24.33333333333333
16810,Biker,US,24.33333333333333
16811,Punggl,Italy,24.33333333333333
16812,Finca Castro Barros Reserva,Argentina,24.33333333333333
16813,Terrassen,Austria,24.3125
16814,Soliloquy,US,24.285714285714285
16815,Guadalupe,US,24.285714285714285
16816,Guadalupe,Portugal,24.285714285714285
16817,Castel Ringberg,Italy,24.285714285714285
16818,Reserva Branco,Portugal,24.266666666666666
16819,Barrel Selection,France,24.266666666666666
16820,Barrel Selection,South Africa,24.266666666666666
16821,Barrel Selection,Chile,24.266666666666666
16822,Barrel Selection,New Zealand,24.266666666666666
16823,Santambrogio,Italy,24.25
16824,Isabella,South Africa,24.25
16825,Oldfield Series 2Bench,Canada,24.25
16826,Coast View Vineyard,US,24.25
16827,Cuvée 107,US,24.25
16828,Black Bubbles Sparkling,Australia,24.25
16829,Cuvée 107,Hungary,24.25
16830,Atemporal,Argentina,24.25
16831,Château la Couronne,France,24.25
16832,Alpha,Chile,24.222222222222218
16833,Alpha,Austria,24.222222222222218
16834,Alpha,US,24.222222222222218
16835,Three Vineyard,US,24.2
16836,Domaine de la Perrière,France,24.2
16837,Botrytis,Australia,24.2
16838,Botrytis,US,24.2
16839,Metoxi X,Greece,24.2
16840,Alcira Vineyard,Australia,24.2
16841,La Moynerie,France,24.2
16842,Cuvée Prestige,Greece,24.179104477611943
16843,Cuvée Prestige,Italy,24.179104477611943
16844,Cuvée Prestige,France,24.179104477611943
16845,Anna Maria,US,24.16666666666667
16846,Effort,US,24.142857142857146
16847,Castello,Italy,24.125
16848,Castello,US,24.125
16849,Demi-Sec,Italy,24.08
16850,Demi-Sec,France,24.08
16851,Demi-Sec,US,24.08
16852,Kamptaler Terrassen,Austria,24.07142857142857
16853,Gran Reserva,Spain,24.05956112852665
16854,Gran Reserva,Chile,24.05956112852665
16855,Gran Reserva,Argentina,24.05956112852665
16856,Gran Reserva,US,24.05956112852665
16857,Redhead Vineyard,US,24.0
16858,Vigne,Italy,24.0
16859,3CV,US,24.0
16860,Sylvaner,Italy,24.0
16861,3B Brut Nature Rosé,Portugal,24.0
16862,del Maggio,US,24.0
16863,Candy Mountain Vineyard,US,24.0
16864,Blaufränkisch Cabernet,Austria,24.0
16865,Le MD de Bourgeois,France,24.0
16866,Estate Bottled Brut,US,24.0
16867,Il Segreto Red Wine,US,24.0
16868,Sydney Vineyard,US,24.0
16869,Rocking Z Vineyard,US,24.0
16870,LBV Bottled 2000 Traditional Unfiltered,Portugal,24.0
16871,25th Anniversary J Cuvée,US,24.0
16872,Lesca,South Africa,24.0
16873,Rhinefarm Vineyard Mountain Cuvée,US,24.0
16874,Vigna Pezza La Corte,Italy,24.0
16875,Evangelho Vineyard Ancient Vines,US,24.0
16876,Dhroner Hofberger Auslese ***,Germany,24.0
16877,Idisma Drios,Greece,24.0
16878,Igrexario de Saiar,Spain,24.0
16879,Gamonal,Spain,24.0
16880,WillowBend Shiraz-Cabernet Sauvignon-Merlot,Australia,24.0
16881,Il Briccone,Australia,24.0
16882,Provocateur,US,24.0
16883,Oakrock,US,24.0
16884,Dry Grown & Ancient Miss Harry,Australia,24.0
16885,Il Matané,Italy,24.0
16886,Bliss Ranch,US,24.0
16887,Provocative,US,24.0
16888,Clos du Villy,France,24.0
16889,Damski,Slovenia,24.0
16890,Cloud 2,US,24.0
16891,Proprietor's Reserve Blend,Argentina,24.0
16892,Sylvanus,US,24.0
16893,Butchers Block S-G-M,Australia,24.0
16894,Rezerve,US,24.0
16895,Studert Prüm Maximinhof Wehlener Sonnenuhr Kabinett,Germany,24.0
16896,Turm-Exquisit Brut Sekt,Germany,24.0
16897,Il Pigno,Italy,24.0
16898,La Desirade,France,24.0
16899,Spitfire Dolcetto-Primitivo-Sangiovese,US,24.0
16900,The Money Spider,Australia,24.0
16901,Il Chiuso,Italy,24.0
16902,Katydid,US,24.0
16903,Estate Pickett Road,US,24.0
16904,Sha'al Single Vineyard Late Harvest Kosher - 375 ml,Israel,24.0
16905,3 L,Chile,24.0
16906,Olé,US,24.0
16907,3 L,US,24.0
16908,Coast Range Estate Dry,US,24.0
16909,Il Grasparossa della Tradizione,Italy,24.0
16910,Loiserberg,Austria,24.0
16911,Skylite Vineyard,US,24.0
16912,3L,US,24.0
16913,Big John's Vineyard,US,24.0
16914,Topanga Vineyards,US,24.0
16915,Eight Cousins Vineyard,US,24.0
16916,Fifteen 10 White,US,24.0
16917,Estate Bottled GRV,US,24.0
16918,Kick On Ranch,US,24.0
16919,Tridentum Brut,Italy,24.0
16920,Alder Ridge Vineyard Inspiration,US,24.0
16921,Nuclear Blonde Conner Lee Vineyard,US,24.0
16922,Holland Landing Vineyard,US,24.0
16923,Sardo,Italy,24.0
16924,Priest Ranch,US,24.0
16925,Rajàh,Italy,24.0
16926,Home Ranch Two Bud Block,US,24.0
16927,Will's Hill Vineyard,US,24.0
16928,Lot 264 Gran Reserva,Spain,24.0
16929,Stampmaker's Red Wine,US,24.0
16930,Condesa Real Premium Blend,Chile,24.0
16931,D'Honneur,South Africa,24.0
16932,Conte delle Vipera,Italy,24.0
16933,Estate Selection,Argentina,24.0
16934,Monterovere,Italy,24.0
16935,La Conreria,Spain,24.0
16936,Lothario,US,24.0
16937,Carbonic,US,24.0
16938,Serres Ranch Cabernet Sauvignon-Cabernet Franc-Merlot,US,24.0
16939,Somerston,US,24.0
16940,Hip Hip,US,24.0
16941,Serres Ranch Field Blend,US,24.0
16942,Big Bend,US,24.0
16943,Nouvelle Génération,US,24.0
16944,Nova Vineyard Old Vine,US,24.0
16945,Novalia Brut,Italy,24.0
16946,Sea Flower,US,24.0
16947,Raja Cuvée,US,24.0
16948,Fosco,Italy,24.0
16949,Vigneti di Foscarino,Italy,24.0
16950,La Croix au Garde,France,24.0
16951,Expression de Orthogneiss,France,24.0
16952,Hunters Blend,US,24.0
16953,Black Zinfandel,US,24.0
16954,Hunting Family,South Africa,24.0
16955,La Croix de Perthuis,France,24.0
16956,Doux,US,24.0
16957,Hummerthal Niersteiner Paterberg Trocken,Germany,24.0
16958,Rolling Hills Estate Vineyard,US,24.0
16959,Scorched Earth Vineyard,US,24.0
16960,Open-top Vat Fermentation,US,24.0
16961,Colle Vecchio,Italy,24.0
16962,Loam,Austria,24.0
16963,Amare,US,24.0
16964,Hummingbird Hill Vineyard,US,24.0
16965,Symphony,France,24.0
16966,Donibane,France,24.0
16967,Ambiente,US,24.0
16968,Los Robles Viejos Rozet,US,24.0
16969,Kheirè,Italy,24.0
16970,Donnelly Creek Vyd,US,24.0
16971,Symphony,US,24.0
16972,DC3,US,24.0
16973,The Dweller,US,24.0
16974,5 Block,US,24.0
16975,Bistro Classic,US,24.0
16976,Dorflagen,Austria,24.0
16977,Sasso al Poggio,Italy,24.0
16978,Hooker Breakaway,US,24.0
16979,Vigneto Storico,Italy,24.0
16980,Roquefortissime,France,24.0
16981,474,Italy,24.0
16982,redFOUR,US,24.0
16983,Les Terres Grillées,France,24.0
16984,Darling Hills Ovation,South Africa,24.0
16985,Brown Barn Vineyard,US,24.0
16986,Thirty-Fifth Anniversary Vintage,US,24.0
16987,Edulis Reserva,Spain,24.0
16988,Château de Bellevue Climat les Charmes,France,24.0
16989,Thomson Vineyard,US,24.0
16990,Vaïla Pinot Noir,Canada,24.0
16991,Three,South Africa,24.0
16992,Jespersen Ranch,US,24.0
16993,Three Bees,US,24.0
16994,Familia Comenge Reserva,Spain,24.0
16995,Château Malavieille Alliance,France,24.0
16996,Three Cape Ladies,South Africa,24.0
16997,Murphy Ranch Sarah Block,US,24.0
16998,Schietto Syrah,Italy,24.0
16999,Les Arcades,France,24.0
17000,Schloss Trocken,Germany,24.0
17001,Old Vines Dry,US,24.0
17002,Jaybird Unoaked,US,24.0
17003,Muntacc,Italy,24.0
17004,Les Celliers de la Pauline,France,24.0
17005,Schiefer Reserve,Austria,24.0
17006,Shirley Mays Lewis Estate Vineyard,US,24.0
17007,Reichel Vineyard Rosé of,US,24.0
17008,Kallisti,Greece,24.0
17009,Jaccia,Italy,24.0
17010,Old Yokayo Vineyard,US,24.0
17011,Old Yokayo Rancho Vineyard,US,24.0
17012,Schell Mann an der Südbahn,Austria,24.0
17013,Kalk und Schiefer,Austria,24.0
17014,Estate Lemley Ranch Vineyard,US,24.0
17015,Schell Mann in Gumpoldskirchen,Austria,24.0
17016,Rioja Reserva,Spain,24.0
17017,Thema,Greece,24.0
17018,Vendimia Tardia Late Harvest,Spain,24.0
17019,La Rousse Vineyard,US,24.0
17020,Les Chanteaux,France,24.0
17021,Johanneshöhe,Austria,24.0
17022,Château Gramond,France,24.0
17023,Allobroges,US,24.0
17024,Paliokalias,Greece,24.0
17025,Brut Metodo Tradizionale Classico,Italy,24.0
17026,Mutiny Bay,US,24.0
17027,Leclisse,Italy,24.0
17028,La Brigadière Vieilles Vignes,France,24.0
17029,Muy Bonito,US,24.0
17030,Riche,New Zealand,24.0
17031,LeBlanc Crystal Spring Vineyard,US,24.0
17032,Regina Expresion,Spain,24.0
17033,La Brigardière Vieilles Vignes,France,24.0
17034,Le Vin Rouge,US,24.0
17035,Ridgecrest Vineyards Sext,US,24.0
17036,Valley Floor,Australia,24.0
17037,Le Sentinelle Riserva,Italy,24.0
17038,Engelsberg,Austria,24.0
17039,Dulcinea,US,24.0
17040,Joseph La Magia Botrytis Riesling-Traminer,Australia,24.0
17041,Chukar Ridge Vineyard,US,24.0
17042,Château Curson,France,24.0
17043,Josep Foraster,Spain,24.0
17044,John Ricetti Vineyard,US,24.0
17045,Alliance Blanc,France,24.0
17046,Château Bois Pertuis,France,24.0
17047,K-Lys,France,24.0
17048,Woodstock Collection Honey Pie,US,24.0
17049,Vassar Vineyard,US,24.0
17050,La Bise,US,24.0
17051,Churner,US,24.0
17052,Leo,US,24.0
17053,Leo,Argentina,24.0
17054,Threesome,US,24.0
17055,Church Block Cabernet Sauvignon-Shiraz-Merlot,Australia,24.0
17056,Josahn,US,24.0
17057,Quinta de São João,Portugal,24.0
17058,Frank Vineyard,US,24.0
17059,Ribbon Ridge Estate Dry,US,24.0
17060,JK's,US,24.0
17061,Château les Pines,France,24.0
17062,Shaw Vineyard Century Vines,US,24.0
17063,Paragon Vineyards,US,24.0
17064,Devin,US,24.0
17065,Riverbench Vineyard,US,24.0
17066,Le Mie Donne,Italy,24.0
17067,Boeck Family Vineyard,US,24.0
17068,Paisley,US,24.0
17069,Riverbed,US,24.0
17070,Clonal Selection,US,24.0
17071,Paradox Barrel Aged,US,24.0
17072,Essencia Eiswein,Austria,24.0
17073,Indian Creek Vineyard,US,24.0
17074,Carla's Vineyards,US,24.0
17075,Ockfener Bockstein Spatlëse,Germany,24.0
17076,Alfio Moriconi Selection,Italy,24.0
17077,Edition Chremisa Sangrube 13,Austria,24.0
17078,Devin Estate Grown,US,24.0
17079,Charme des Demoiselles,France,24.0
17080,Mountain Blocks Rosé of,US,24.0
17081,Edition Chremisa Sandgrube 13,Austria,24.0
17082,Clos Triguedina,France,24.0
17083,Alessandra,Italy,24.0
17084,Spies,Austria,24.0
17085,Vigna Lapillo,Italy,24.0
17086,Vigna La Quercia Riserva,Italy,24.0
17087,s. XII Cluny,Spain,24.0
17088,Aleteo,Argentina,24.0
17089,Edition Chremisa,Austria,24.0
17090,Blue Oaks Vineyard,US,24.0
17091,Clos Reyssie,France,24.0
17092,"Hidden Valley Vineyard 51%, Wine Bush Vineyard 36%, Filipponi & Thompson Vineyard 13%",US,24.0
